Genre,RecordOrigin,RecordCreationDate,RecordIdentifier,Roll
Article in journal,u1o2txrh,2019-03-11,1295248,KTHB
Article in journal,u1o2txrh,2019-03-11,1295218,KTHB
Conference paper,u14pk7iz,2019-03-11,1295381,okänd
Article in journal,u1o2txrh,2019-03-11,1295209,KTHB
Article in journal,u1o2txrh,2019-03-11,1295234,KTHB
Article in journal,u1o2txrh,2019-03-11,1295185,KTHB
Article in journal,u1o2txrh,2019-03-11,1295181,KTHB
Article in journal,u1o2txrh,2019-03-12,1295534,KTHB
Article in journal,u1i8jvxh,2019-03-12,1295771,KTHB
Article in journal,u1o2txrh,2019-03-12,1295723,KTHB
Article in journal,u1rxyxpn,2019-03-12,1295599,okänd
Article in journal,u1o2txrh,2019-03-12,1295550,KTHB
Article in journal,u1ng1bl4,2019-03-12,1295536,okänd
Article in journal,u13h9uqy,2019-03-12,1295563,KTHB
Article in journal,u1o2txrh,2019-03-12,1295537,KTHB
Article in journal,u1i8jvxh,2019-03-12,1295769,KTHB
Article in journal,u1i8jvxh,2019-03-12,1295774,KTHB
Article in journal,u1ng1bl4,2019-03-12,1295538,okänd
Article in journal,u13h9uqy,2019-03-12,1295560,KTHB
Article in journal,u1o2txrh,2019-03-12,1295531,KTHB
Article in journal,u1o2txrh,2019-03-12,1295547,KTHB
Article in journal,u1i8jvxh,2019-03-12,1295773,KTHB
Article in journal,u1o2txrh,2019-03-12,1295540,KTHB
Article in journal,u1o2txrh,2019-03-12,1295717,KTHB
Article in journal,u1o2txrh,2019-03-12,1295709,KTHB
Article in journal,u1i8jvxh,2019-03-12,1295775,KTHB
Article in journal,u1o2txrh,2019-03-12,1295650,KTHB
Article in journal,u1o2txrh,2019-03-12,1295653,KTHB
Article in journal,u1i8jvxh,2019-03-12,1295778,KTHB
Article in journal,u18uztyl,2019-03-12,1295686,okänd
Article in journal,u1i8jvxh,2019-03-13,1295891,KTHB
Article in journal,u1o2txrh,2019-03-13,1296016,KTHB
Article in journal,u13yq2s5,2019-03-13,1296019,KTHB
Article (review/survey),u13h9uqy,2019-03-13,1296039,KTHB
Article in journal,u13yq2s5,2019-03-13,1296003,KTHB
Article in journal,u13yq2s5,2019-03-13,1295897,KTHB
Article in journal,u13yq2s5,2019-03-13,1295975,KTHB
Article in journal,u13yq2s5,2019-03-13,1296053,KTHB
Article in journal,u13yq2s5,2019-03-13,1295956,KTHB
Article in journal,u1o2txrh,2019-03-13,1295907,KTHB
Article in journal,u13yq2s5,2019-03-13,1296059,KTHB
Article in journal,u1o2txrh,2019-03-13,1295997,KTHB
Article in journal,u13yq2s5,2019-03-13,1295883,KTHB
Article in journal,u13yq2s5,2019-03-13,1295978,KTHB
Article in journal,u13yq2s5,2019-03-13,1296057,KTHB
Article in journal,u1i8jvxh,2019-03-13,1295889,KTHB
Article in journal,u1i8jvxh,2019-03-13,1295890,KTHB
Article in journal,u1o2txrh,2019-03-13,1296029,KTHB
Article in journal,u13h9uqy,2019-03-13,1296035,KTHB
Article in journal,u13yq2s5,2019-03-13,1296001,KTHB
Article in journal,u1i8jvxh,2019-03-13,1295894,KTHB
Article in journal,u13yq2s5,2019-03-13,1296055,KTHB
Article in journal,u13yq2s5,2019-03-13,1295971,KTHB
Article in journal,u13yq2s5,2019-03-13,1296014,KTHB
Article in journal,u1o2txrh,2019-03-13,1295847,KTHB
Article in journal,u1i8jvxh,2019-03-13,1295896,KTHB
Article in journal,u13yq2s5,2019-03-13,1295995,KTHB
Article in journal,u13h9uqy,2019-03-13,1296032,KTHB
Article in journal,u13h9uqy,2019-03-13,1296046,KTHB
Article in journal,u13yq2s5,2019-03-13,1295991,KTHB
Chapter in book,u1vfqg0a,2019-03-13,1296129,okänd
Article in journal,u1o2txrh,2019-03-13,1295965,KTHB
Article in journal,u13yq2s5,2019-03-13,1296054,KTHB
Chapter in book,u1vfqg0a,2019-03-13,1296128,okänd
Article in journal,u13h9uqy,2019-03-13,1296041,KTHB
Article in journal,u1i8jvxh,2019-03-13,1295888,KTHB
Article in journal,u13yq2s5,2019-03-13,1296010,KTHB
Article in journal,u13h9uqy,2019-03-13,1296056,KTHB
Article in journal,u1o2txrh,2019-03-13,1296002,KTHB
Article in journal,u1i8jvxh,2019-03-13,1295900,KTHB
Chapter in book,u1vfqg0a,2019-03-13,1296130,okänd
Article in journal,u1o2txrh,2019-03-13,1295968,KTHB
Article in journal,u1vfqg0a,2019-03-13,1296127,okänd
Article in journal,u1o2txrh,2019-03-13,1295989,KTHB
Article in journal,u1o2txrh,2019-03-13,1296024,KTHB
Article in journal,u1vfqg0a,2019-03-13,1296125,okänd
Article in journal,u1fmvhux,2019-03-14,1296187,okänd
Article in journal,u1o2txrh,2019-03-14,1296239,KTHB
Article in journal,u1o2txrh,2019-03-14,1296222,KTHB
Article in journal,u1ymowno,2019-03-14,1296279,admin
Article in journal,u1tgc2fi,2019-03-14,1296344,okänd
Article in journal,u15h0eoj,2019-03-14,1296194,okänd
Article in journal,u13lsos4,2019-03-14,1296268,okänd
Article in journal,u1o2txrh,2019-03-14,1296232,KTHB
Article in journal,u1o2txrh,2019-03-14,1296221,KTHB
Article in journal,u1fmvhux,2019-03-14,1296181,okänd
Article in journal,u1o2txrh,2019-03-14,1296213,KTHB
Article in journal,u1o2txrh,2019-03-14,1296145,KTHB
Article in journal,u1o2txrh,2019-03-14,1296217,KTHB
Article in journal,u13yq2s5,2019-03-15,1296551,KTHB
Article in journal,u1o2txrh,2019-03-15,1296453,KTHB
Article in journal,u13yq2s5,2019-03-15,1296477,KTHB
Chapter in book,u13zjo5n,2019-03-15,1296446,okänd
Article in journal,u1nenjhq,2019-03-15,1296428,okänd
Article in journal,u1o2txrh,2019-03-15,1296422,KTHB
Article in journal,u13yq2s5,2019-03-15,1296435,KTHB
Article in journal,u13yq2s5,2019-03-15,1296557,KTHB
Article in journal,u1q6w1ps,2019-03-15,1296473,okänd
Article in journal,u1o2txrh,2019-03-15,1296486,KTHB
Article in journal,u1o2txrh,2019-03-15,1296465,KTHB
Article in journal,u13yq2s5,2019-03-15,1296432,KTHB
Article in journal,u13yq2s5,2019-03-15,1296549,KTHB
Article in journal,u1o2txrh,2019-03-15,1296530,KTHB
Article in journal,u1o2txrh,2019-03-15,1296355,KTHB
Article in journal,u1o2txrh,2019-03-15,1296352,KTHB
Article in journal,u1o2txrh,2019-03-15,1296517,KTHB
Article in journal,u1o2txrh,2019-03-15,1296419,KTHB
Article in journal,u13yq2s5,2019-03-15,1296553,KTHB
Article in journal,u13yq2s5,2019-03-15,1296475,KTHB
Article in journal,u13zjo5n,2019-03-15,1296438,okänd
Article in journal,u13yq2s5,2019-03-15,1296560,KTHB
Article in journal,u1mn5cz0,2019-03-16,1296687,okänd
Article in journal,u1mn5cz0,2019-03-16,1296688,okänd
Article in journal,u1mn5cz0,2019-03-16,1296689,okänd
Article in journal,u16e8jvr,2019-03-17,1296709,okänd
Chapter in book,u174pd18,2019-03-17,1296723,okänd
Article in journal,u1o2txrh,2019-03-18,1296849,KTHB
Article in journal,u1o2txrh,2019-03-18,1296837,KTHB
Article in journal,u1o2txrh,2019-03-18,1296784,KTHB
Article in journal,u1o2txrh,2019-03-18,1296797,KTHB
Article in journal,u1o2txrh,2019-03-18,1296851,KTHB
Conference paper,u1ekk4uq,2019-03-19,1297432,okänd
Article in journal,u1o2txrh,2019-03-19,1297342,KTHB
Article in journal,u1o2txrh,2019-03-19,1297150,KTHB
Article in journal,u1o2txrh,2019-03-19,1297187,KTHB
Article in journal,u1o2txrh,2019-03-19,1297292,KTHB
Conference paper,u1ekk4uq,2019-03-19,1297431,okänd
Conference paper,u1o2txrh,2019-03-19,1297111,KTHB
Article in journal,u1o2txrh,2019-03-19,1297238,KTHB
Article in journal,u1o2txrh,2019-03-19,1297274,KTHB
Article in journal,u1o2txrh,2019-03-19,1297313,KTHB
Conference paper,u1ekk4uq,2019-03-19,1297430,okänd
Article in journal,u1o2txrh,2019-03-19,1297204,KTHB
Article in journal,u1o2txrh,2019-03-19,1297215,KTHB
Article in journal,u1o2txrh,2019-03-19,1297259,KTHB
Article in journal,u1o2txrh,2019-03-19,1297144,KTHB
Article in journal,u1o2txrh,2019-03-19,1297200,KTHB
Article in journal,u1uzt4dn,2019-03-19,1297355,okänd
Article in journal,u1o2txrh,2019-03-19,1297183,KTHB
Article in journal,u1o2txrh,2019-03-19,1297194,KTHB
Article in journal,u1o2txrh,2019-03-19,1297330,KTHB
Article in journal,u1o2txrh,2019-03-19,1297133,KTHB
Article in journal,u1o2txrh,2019-03-19,1297225,KTHB
Article in journal,u1vqd5n3,2019-03-19,1297145,okänd
Article in journal,u1vqd5n3,2019-03-19,1297139,okänd
Article in journal,u1o2txrh,2019-03-20,1297610,KTHB
Article in journal,u1o2txrh,2019-03-20,1297667,KTHB
Article in journal,u1o2txrh,2019-03-20,1297584,KTHB
Article in journal,u1o2txrh,2019-03-20,1297620,KTHB
Article (review/survey),u1o2txrh,2019-03-20,1297580,KTHB
Article in journal,u1i8jvxh,2019-03-20,1297673,KTHB
Article in journal,u1i8jvxh,2019-03-20,1297669,KTHB
Article (review/survey),u1o2txrh,2019-03-20,1297576,KTHB
Article in journal,u1o2txrh,2019-03-20,1297595,KTHB
Article in journal,u1i8jvxh,2019-03-21,1298064,KTHB
Article in journal,u1i8jvxh,2019-03-21,1298059,KTHB
Article in journal,u1i8jvxh,2019-03-21,1298053,KTHB
Article in journal,u1o2txrh,2019-03-21,1298052,KTHB
Article in journal,u1i8jvxh,2019-03-21,1298062,KTHB
Article in journal,u1i8jvxh,2019-03-21,1298046,KTHB
Article in journal,u1i8jvxh,2019-03-21,1298017,KTHB
Article in journal,u1o2txrh,2019-03-21,1298015,KTHB
Article in journal,u1o2txrh,2019-03-21,1298039,KTHB
Conference paper,u125khnn,2019-03-21,1298032,okänd
Article in journal,u125khnn,2019-03-21,1298027,okänd
Article in journal,u1scm9xf,2019-03-21,1298047,okänd
Article in journal,u1i8jvxh,2019-03-21,1298035,KTHB
Article in journal,u1i8jvxh,2019-03-21,1298023,KTHB
Article in journal,u1o2txrh,2019-03-21,1297984,KTHB
Article in journal,u1i8jvxh,2019-03-21,1298063,KTHB
Article in journal,u125khnn,2019-03-21,1298024,okänd
Article in journal,u13h9uqy,2019-03-22,1298305,KTHB
Article in journal,u13h9uqy,2019-03-25,1298956,KTHB
Article in journal,u13h9uqy,2019-03-25,1298952,KTHB
Article in journal,u13h9uqy,2019-03-25,1298946,KTHB
Article in journal,u13h9uqy,2019-03-25,1298941,KTHB
Article in journal,u13h9uqy,2019-03-25,1298949,KTHB
Article in journal,u1jqk24g,2019-03-25,1298872,okänd
Article in journal,u1coq1jm,2019-03-25,1298707,KTHB
Article in journal,u13h9uqy,2019-03-25,1298939,KTHB
Article in journal,u13h9uqy,2019-03-25,1298933,KTHB
Article in journal,u13h9uqy,2019-03-25,1298928,KTHB
Article in journal,u13h9uqy,2019-03-25,1298945,KTHB
Article in journal,u13h9uqy,2019-03-25,1298957,KTHB
Article in journal,u1ncj7ru,2019-03-25,1298935,okänd
Article in journal,u13h9uqy,2019-03-25,1298905,KTHB
Article in journal,u1coq1jm,2019-03-25,1298713,KTHB
Article in journal,u13h9uqy,2019-03-25,1298954,KTHB
Article in journal,u13h9uqy,2019-03-25,1298942,KTHB
Article in journal,u13h9uqy,2019-03-25,1298959,KTHB
Article in journal,u1rp75t5,2019-03-25,1298588,okänd
Article in journal,u1coq1jm,2019-03-25,1298710,KTHB
Article in journal,u13h9uqy,2019-03-25,1298948,KTHB
Article in journal,u13h9uqy,2019-03-25,1298931,KTHB
Article in journal,u13h9uqy,2019-03-25,1298962,KTHB
Article in journal,u13h9uqy,2019-03-25,1298944,KTHB
Article in journal,u13h9uqy,2019-03-25,1298943,KTHB
Conference paper,u13eghk0,2019-03-25,1298950,okänd
Article in journal,u13h9uqy,2019-03-25,1298937,KTHB
Article in journal,u1o2txrh,2019-03-26,1299190,KTHB
Article in journal,u13h9uqy,2019-03-26,1299264,KTHB
Article in journal,u13h9uqy,2019-03-26,1299253,KTHB
Article (review/survey),u13h9uqy,2019-03-26,1299261,KTHB
Article in journal,u1coq1jm,2019-03-26,1299108,KTHB
Article in journal,u1coq1jm,2019-03-26,1299115,KTHB
Article in journal,u1coq1jm,2019-03-26,1299176,KTHB
Article in journal,u1coq1jm,2019-03-26,1299179,KTHB
Article in journal,u13h9uqy,2019-03-26,1299270,KTHB
Article in journal,u13h9uqy,2019-03-26,1299259,KTHB
Article in journal,u13h9uqy,2019-03-26,1299384,KTHB
Article in journal,u1coq1jm,2019-03-26,1299102,KTHB
Article in journal,u13h9uqy,2019-03-26,1299402,KTHB
Article in journal,u1o2txrh,2019-03-26,1299182,KTHB
Article in journal,u1coq1jm,2019-03-26,1299160,KTHB
Article in journal,u1nq6eod,2019-03-26,1299236,okänd
Article in journal,u1nq6eod,2019-03-26,1299239,okänd
Article in journal,u1o2txrh,2019-03-26,1299269,KTHB
Article in journal,u1rp75t5,2019-03-26,1299004,okänd
Article in journal,u13h9uqy,2019-03-26,1299283,KTHB
Article in journal,u1coq1jm,2019-03-26,1299155,KTHB
Article in journal,u13h9uqy,2019-03-26,1299279,KTHB
Article in journal,u1coq1jm,2019-03-26,1299152,KTHB
Article in journal,u1coq1jm,2019-03-26,1299140,KTHB
Conference paper,u17yn34z,2019-03-26,1299030,okänd
Article in journal,u1o2txrh,2019-03-26,1299217,KTHB
Article in journal,u1coq1jm,2019-03-26,1299173,KTHB
Article in journal,u1coq1jm,2019-03-26,1299166,KTHB
Article in journal,u1coq1jm,2019-03-26,1299124,KTHB
Article in journal,u1o2txrh,2019-03-26,1299221,KTHB
Article in journal,u1coq1jm,2019-03-26,1299187,KTHB
Article in journal,u1coq1jm,2019-03-26,1299171,KTHB
Article in journal,u1coq1jm,2019-03-26,1299127,KTHB
Article in journal,u1coq1jm,2019-03-26,1299109,KTHB
Article in journal,u1o2txrh,2019-03-26,1299292,KTHB
Article in journal,u1coq1jm,2019-03-26,1299193,KTHB
Article in journal,u13h9uqy,2019-03-26,1299400,KTHB
Article in journal,u1coq1jm,2019-03-26,1299180,KTHB
Article in journal,u1coq1jm,2019-03-26,1299099,KTHB
Article in journal,u1coq1jm,2019-03-26,1299184,KTHB
Article in journal,u1coq1jm,2019-03-26,1299120,KTHB
Article (review/survey),u139ne4r,2019-03-26,1299023,okänd
Article in journal,u1coq1jm,2019-03-26,1299136,KTHB
Article in journal,u1coq1jm,2019-03-26,1299167,KTHB
Article in journal,u13h9uqy,2019-03-27,1299514,KTHB
Article in journal,u1coq1jm,2019-03-27,1299494,KTHB
Article in journal,u1i8jvxh,2019-03-27,1299580,KTHB
Article in journal,u1coq1jm,2019-03-27,1299485,KTHB
Article in journal,u1coq1jm,2019-03-27,1299475,KTHB
Article in journal,u1coq1jm,2019-03-27,1299481,KTHB
Article in journal,u1coq1jm,2019-03-27,1299472,KTHB
Article in journal,u1coq1jm,2019-03-27,1299479,KTHB
Article in journal,u1rp75t5,2019-03-27,1299433,okänd
Article in journal,u1coq1jm,2019-03-27,1299487,KTHB
Article in journal,u13h9uqy,2019-03-27,1299492,KTHB
Article in journal,u1coq1jm,2019-03-27,1299491,KTHB
Article in journal,u1coq1jm,2019-03-27,1299490,KTHB
Article in journal,u1i8jvxh,2019-03-27,1299581,KTHB
Article in journal,u1rp75t5,2019-03-27,1299434,okänd
Article in journal,u1dypakr,2019-03-28,1300560,okänd
Article in journal,u1i8jvxh,2019-03-28,1299700,KTHB
Article in journal,u1i8jvxh,2019-03-28,1299722,KTHB
Article in journal,u1i8jvxh,2019-03-28,1299711,KTHB
Article in journal,u1i8jvxh,2019-03-28,1299714,KTHB
Article in journal,u1o2txrh,2019-03-28,1299663,KTHB
Article in journal,u1o2txrh,2019-03-28,1299675,KTHB
Article in journal,u1i8jvxh,2019-03-28,1299695,KTHB
Article in journal,u1i8jvxh,2019-03-28,1299690,KTHB
Article in journal,u184q9w4,2019-03-28,1299811,okänd
Article in journal,u1o2txrh,2019-03-28,1299752,KTHB
Article in journal,u1is2wb6,2019-03-28,1300572,okänd
Article in journal,u1i8jvxh,2019-03-28,1299708,KTHB
Article in journal,u1o2txrh,2019-03-28,1299755,KTHB
Article in journal,u1i8jvxh,2019-03-28,1299704,KTHB
Article in journal,u1091rrr,2019-03-29,1300808,okänd
Article in journal,u1o2txrh,2019-03-29,1300733,KTHB
Article in journal,u1o2txrh,2019-03-29,1300624,KTHB
Article in journal,u1o2txrh,2019-03-29,1300748,KTHB
Article in journal,u1o2txrh,2019-03-29,1300612,KTHB
Article in journal,u1o2txrh,2019-03-29,1300735,KTHB
Chapter in book,u1rp75t5,2019-03-29,1300577,okänd
Article in journal,u1o2txrh,2019-03-29,1300727,KTHB
Article in journal,u1o2txrh,2019-03-29,1300588,KTHB
Article in journal,u1o2txrh,2019-03-29,1300590,KTHB
Book,u1rp75t5,2019-03-29,1300576,okänd
Article in journal,u1o2txrh,2019-03-29,1300760,KTHB
Article in journal,u1091rrr,2019-03-29,1300862,okänd
Article in journal,u1o2txrh,2019-03-29,1300719,KTHB
Article in journal,u1o2txrh,2019-03-29,1300589,KTHB
Article in journal,u1o2txrh,2019-03-29,1300596,KTHB
Article in journal,u1o2txrh,2019-03-29,1300710,KTHB
Article in journal,u13h9uqy,2019-03-29,1300811,KTHB
Article in journal,u1o2txrh,2019-03-29,1300752,KTHB
Article in journal,u1o2txrh,2019-03-29,1300786,KTHB
Article in journal,u1o2txrh,2019-03-29,1300634,KTHB
Article in journal,u1o2txrh,2019-03-29,1300731,KTHB
Article in journal,u1o2txrh,2019-03-29,1300641,KTHB
Article in journal,u1o2txrh,2019-03-29,1300675,KTHB
Article in journal,u1o2txrh,2019-03-29,1300605,KTHB
Article in journal,u1o2txrh,2019-03-29,1300585,KTHB
Article in journal,u1o2txrh,2019-03-29,1300591,KTHB
Article in journal,u1o2txrh,2019-03-29,1300699,KTHB
Article in journal,u1o2txrh,2019-04-01,1301002,KTHB
Article in journal,u1o2txrh,2019-04-01,1301211,KTHB
Article in journal,u1o2txrh,2019-04-01,1301232,KTHB
Article in journal,u1o2txrh,2019-04-01,1301207,KTHB
Article in journal,u1coq1jm,2019-04-01,1300903,KTHB
Article in journal,u13h9uqy,2019-04-01,1301317,KTHB
Article in journal,u1i8jvxh,2019-04-01,1301367,KTHB
Article in journal,u1o2txrh,2019-04-01,1301259,KTHB
Article in journal,u1o2txrh,2019-04-01,1301219,KTHB
Article in journal,u1coq1jm,2019-04-01,1300897,KTHB
Article in journal,u1o2txrh,2019-04-01,1301262,KTHB
Conference paper,u13lag9j,2019-04-01,1300887,okänd
Article in journal,u1o2txrh,2019-04-01,1300888,KTHB
Article in journal,u1o2txrh,2019-04-01,1301313,KTHB
Article in journal,u1i8jvxh,2019-04-01,1301349,KTHB
Article in journal,u1o2txrh,2019-04-01,1300931,KTHB
Article in journal,u1coq1jm,2019-04-01,1301086,KTHB
Article in journal,u1coq1jm,2019-04-01,1300954,KTHB
Article in journal,u13h9uqy,2019-04-01,1301323,KTHB
Article in journal,u1coq1jm,2019-04-01,1300950,KTHB
Article in journal,u1coq1jm,2019-04-01,1301104,KTHB
Article in journal,u1o2txrh,2019-04-01,1300920,KTHB
Article in journal,u1coq1jm,2019-04-01,1301178,KTHB
Article in journal,u1o2txrh,2019-04-01,1300957,KTHB
Article in journal,u1coq1jm,2019-04-01,1300909,KTHB
Article in journal,u1coq1jm,2019-04-01,1301096,KTHB
Article in journal,u13h9uqy,2019-04-01,1300919,KTHB
Article in journal,u1coq1jm,2019-04-01,1301173,KTHB
Article in journal,u13h9uqy,2019-04-01,1300922,KTHB
Article in journal,u1coq1jm,2019-04-01,1301039,KTHB
Article in journal,u1coq1jm,2019-04-01,1300905,KTHB
Article in journal,u1coq1jm,2019-04-01,1300891,KTHB
Article in journal,u1coq1jm,2019-04-01,1300921,KTHB
Article in journal,u155ucb2,2019-04-01,1300997,okänd
Article in journal,u13h9uqy,2019-04-01,1301272,KTHB
Chapter in book,u155ucb2,2019-04-01,1301066,okänd
Article in journal,u1o2txrh,2019-04-02,1301483,KTHB
Article in journal,u1i8jvxh,2019-04-02,1301729,KTHB
Article in journal,u1o2txrh,2019-04-02,1301496,KTHB
Article in journal,u13h9uqy,2019-04-02,1301587,KTHB
Article in journal,u1d5rvyj,2019-04-02,1301562,okänd
Article in journal,u13h9uqy,2019-04-02,1301575,KTHB
Article in journal,u1o2txrh,2019-04-02,1301505,KTHB
Article in journal,u1i8jvxh,2019-04-02,1301498,KTHB
Article in journal,u1ppug9t,2019-04-02,1301762,okänd
Article in journal,u1o2txrh,2019-04-02,1301676,KTHB
Article in journal,u1i8jvxh,2019-04-02,1301736,KTHB
Article in journal,u1o2txrh,2019-04-02,1301480,KTHB
Article in journal,u1i8jvxh,2019-04-02,1301495,KTHB
Conference paper,u12kat3f,2019-04-02,1301797,okänd
Article in journal,u1o2txrh,2019-04-02,1301460,KTHB
Article in journal,u1o2txrh,2019-04-02,1301484,KTHB
Article in journal,u1i8jvxh,2019-04-02,1301721,KTHB
Conference paper,u1rrfb6r,2019-04-02,1301717,okänd
Article in journal,u1i8jvxh,2019-04-02,1301515,KTHB
Conference paper,u1i5p5ny,2019-04-02,1301753,okänd
Conference paper,u1rrfb6r,2019-04-02,1301724,okänd
Article in journal,u1i8jvxh,2019-04-02,1301734,KTHB
Article in journal,u13h9uqy,2019-04-02,1301596,KTHB
Article in journal,u1o2txrh,2019-04-02,1301465,KTHB
Article in journal,u1i8jvxh,2019-04-02,1301504,KTHB
Article in journal,u13h9uqy,2019-04-03,1302069,KTHB
Article in journal,u13h9uqy,2019-04-03,1302116,KTHB
Article in journal,u1i8jvxh,2019-04-03,1301900,KTHB
Article in journal,u13h9uqy,2019-04-03,1302134,KTHB
Article in journal,u1i8jvxh,2019-04-03,1302152,KTHB
Article in journal,u1i8jvxh,2019-04-03,1301888,KTHB
Article in journal,u13h9uqy,2019-04-03,1302014,KTHB
Article in journal,u1i8jvxh,2019-04-03,1302129,KTHB
Article in journal,u1i8jvxh,2019-04-03,1302167,KTHB
Article in journal,u13h9uqy,2019-04-03,1302089,KTHB
Article in journal,u1i8jvxh,2019-04-03,1302125,KTHB
Article in journal,u1i8jvxh,2019-04-03,1301914,KTHB
Article in journal,u13h9uqy,2019-04-03,1302009,KTHB
Article in journal,u13h9uqy,2019-04-03,1302122,KTHB
Article in journal,u1i8jvxh,2019-04-03,1301910,KTHB
Article in journal,u13h9uqy,2019-04-03,1302149,KTHB
Article in journal,u1i8jvxh,2019-04-03,1302147,KTHB
Article in journal,u1i8jvxh,2019-04-03,1301856,KTHB
Article in journal,u1i8jvxh,2019-04-03,1302064,KTHB
Article in journal,u13h9uqy,2019-04-03,1302104,KTHB
Article in journal,u13h9uqy,2019-04-03,1302159,KTHB
Article in journal,u13h9uqy,2019-04-03,1302118,KTHB
Article in journal,u13h9uqy,2019-04-03,1302115,KTHB
Article in journal,u13h9uqy,2019-04-03,1302083,KTHB
Article in journal,u1i8jvxh,2019-04-03,1302163,KTHB
